customer_id,age,gender,city,state,membership_type,annual_income,occupation,education_level,marital_status,number_of_children,preferred_device,app_usage_hours,avg_session_duration,products_viewed_per_visit,cart_additions,abandoned_carts,monthly_orders,avg_order_value,total_spending,discount_usage_rate,coupon_redemptions,return_rate,preferred_category,payment_method,failed_payment_attempts,delivery_delay_days,customer_support_calls,satisfaction_score,loyalty_points,social_media_engagement,email_click_rate,push_notification_response,referral_count,website_visits_per_month,last_purchase_days_ago,churn_risk_score,fraud_flag,subscription_active,high_value_customer
19329,26,Other,Chennai,Tamil Nadu,Silver,725084.64,Designer,Master,Single,0,Tablet,1.01,46.48,42,12,1,8,3527.65,282212.0,0.3,16,0.29,Beauty,Net Banking,3,1,4,4.02,17658,93.74,0.39,0.83,12,110,56,0.41,1,1,0
19330,46,Female,Mumbai,Maharashtra,Silver,334196.14,Teacher,PhD,Single,1,Tablet,5.66,52.52,28,6,10,10,5662.63,396384.1,0.78,15,0.15,Books,COD,3,7,7,2.05,19686,19.84,0.49,0.23,0,115,354,0.03,1,0,0
19331,64,Other,Jaipur,Karnataka,Silver,429307.55,Lawyer,High School,Single,4,Desktop,5.53,2.81,40,12,0,8,5122.78,409822.4,0.62,11,0.31,Books,Credit Card,1,8,7,,20604,90.15,0.56,0.9,16,88,12,0.29,1,1,0
19332,31,Other,Chennai,Tamil Nadu,Gold,326610.79,Student,PhD,Married,3,Desktop,7.33,40.56,30,15,7,9,4922.2,753096.6,0.62,8,0.45,Groceries,COD,0,10,1,1.26,19651,68.61,0.64,0.87,6,71,305,0.63,0,1,0
19333,59,Other,Chennai,Karnataka,Silver,717971.69,Designer,Master,Married,2,Desktop,5.07,43.84,42,4,6,6,5401.11,550913.22,0.88,21,0.28,Books,COD,5,6,3,3.78,3102,27.95,0.97,0.64,0,14,95,0.98,0,1,0
19334,36,Male,Delhi,Rajasthan,Gold,931328.53,Manager,PhD,Single,1,Mobile,7.69,48.61,48,1,4,11,5566.02,428583.54,0.47,24,0.03,Fashion,Net Banking,4,10,6,1.08,155,41.88,0.51,0.32,0,38,260,0.1,1,1,0
19335,58,Female,Kolkata,Karnataka,Platinum,1357276.6,Lawyer,High School,Single,4,Tablet,6.89,2.09,8,8,3,14,5964.18,1586471.88,0.13,12,0.23,Electronics,UPI,3,0,6,3.48,4734,73.64,0.19,0.85,1,43,245,0.01,1,1,0
19336,39,Other,Kolkata,Maharashtra,Gold,1066477.76,Doctor,PhD,Single,2,Mobile,2.16,30.0,10,1,7,6,771.4,55540.8,0.43,8,0.34,Beauty,Net Banking,2,4,11,,19260,13.68,0.77,0.41,0,57,307,0.55,1,1,0
19337,56,Male,Hyderabad,Tamil Nadu,Silver,430199.98,Manager,Bachelor,Single,4,Mobile,6.37,38.84,37,7,8,10,3792.4,682632.0,0.18,5,0.45,Beauty,UPI,3,8,8,3.02,17785,25.47,0.36,0.61,17,15,305,0.0,0,1,0
19338,53,Female,Pune,Telangana,Silver,988355.62,Manager,High School,Married,1,Mobile,5.28,53.41,7,7,6,6,4925.63,206876.46,0.39,1,0.49,Fashion,Credit Card,4,0,4,4.46,13848,64.86,0.58,0.98,5,99,127,0.66,1,1,0
19339,40,Other,Jaipur,West Bengal,Platinum,860096.2,Lawyer,High School,Married,4,Desktop,5.62,53.71,30,0,6,9,4468.79,804382.2,0.85,20,0.21,Books,Net Banking,2,4,2,4.66,5989,49.9,0.84,0.31,5,106,349,0.56,1,1,0
19340,34,Other,Kolkata,West Bengal,Platinum,709961.36,Student,Master,Single,0,Tablet,1.21,44.85,15,0,7,7,4451.25,685492.5,0.96,13,0.03,Books,Debit Card,2,7,5,3.39,21605,15.24,0.31,0.19,1,118,161,0.81,0,1,0
19341,31,Male,Hyderabad,Karnataka,Platinum,317273.83,Manager,High School,Single,4,Mobile,5.67,8.37,23,4,5,5,5826.72,378736.8,0.7,26,0.14,Home,UPI,5,5,12,3.48,14646,1.26,0.59,0.57,14,7,198,0.35,1,1,0
19342,21,Other,Kolkata,West Bengal,Silver,1454382.21,Manager,High School,Single,4,Mobile,4.75,15.85,25,5,8,11,5241.92,691933.44,0.42,14,0.44,Home,Credit Card,2,0,4,4.62,5079,99.09,0.79,0.62,4,112,88,0.27,1,0,1
19343,31,Male,Hyderabad,Karnataka,Platinum,1263359.87,Engineer,PhD,Married,1,Mobile,3.49,15.04,19,1,9,6,6338.43,570458.7,0.14,9,0.36,Books,Credit Card,5,10,5,2.31,2681,3.41,0.18,0.84,11,50,34,0.94,1,0,0
19344,62,Male,Pune,Tamil Nadu,Platinum,918738.49,Doctor,Bachelor,Married,4,Tablet,1.58,31.85,14,5,1,7,4624.62,517957.44,0.7,19,0.12,Home,Debit Card,5,8,6,4.15,18976,0.76,0.1,0.37,14,60,102,0.18,1,1,0
19345,39,Female,Pune,Telangana,Gold,207894.06,Designer,High School,Single,1,Mobile,0.89,34.73,27,16,5,7,4388.05,245730.8,0.87,25,0.31,Electronics,UPI,4,4,6,2.7,16348,57.79,0.84,0.42,8,102,162,0.71,1,0,0
19346,22,Other,Pune,Delhi,Gold,582655.49,Analyst,Master,Married,4,Tablet,7.38,17.42,20,12,1,4,2569.18,236364.56,0.08,12,0.07,Beauty,Credit Card,3,3,10,4.22,4588,70.58,0.53,0.48,2,22,132,0.53,1,1,0
19347,54,Male,Delhi,Rajasthan,Gold,748742.74,Lawyer,Bachelor,Married,0,Tablet,7.01,52.98,24,12,2,9,8664.99,623879.28,0.96,27,0.48,Sports,Credit Card,3,2,0,4.4,2545,12.15,0.87,0.86,20,83,40,0.22,1,1,1
19348,48,Male,Jaipur,Rajasthan,Platinum,1137077.0,Engineer,PhD,Married,1,Mobile,4.24,37.39,24,0,5,6,2458.72,295046.4,0.27,9,0.16,Books,Credit Card,2,1,10,3.7,18746,59.58,0.12,0.96,5,27,162,0.44,0,0,0
19349,35,Male,Mumbai,Karnataka,Gold,947593.51,Lawyer,PhD,Single,4,Mobile,1.13,6.93,42,13,3,10,3476.66,556265.6,0.76,13,0.23,Beauty,Net Banking,3,3,0,2.85,13478,67.48,0.52,0.53,18,37,99,0.38,0,1,0
19350,57,Male,Bangalore,Rajasthan,Gold,1085260.53,Analyst,PhD,Married,1,Desktop,3.31,7.89,28,4,5,7,4681.14,589823.64,0.51,13,0.03,Electronics,COD,4,5,13,3.05,6801,53.05,0.28,0.54,4,59,13,0.04,0,0,0
19351,44,Male,Hyderabad,Tamil Nadu,Platinum,,Analyst,High School,Single,0,Mobile,5.12,16.1,19,6,1,12,5804.11,975090.48,0.72,19,0.36,Electronics,COD,1,2,8,4.96,24645,51.06,0.8,0.83,15,47,105,0.12,1,1,1
19352,53,Other,Hyderabad,Karnataka,Gold,341155.87,Manager,PhD,Single,2,Mobile,1.34,49.16,48,12,4,6,4161.09,449397.72,0.7,29,0.37,Groceries,COD,1,8,12,4.17,8754,62.8,0.87,0.91,7,101,266,0.32,1,1,0
19353,23,Female,Chennai,Maharashtra,Gold,792012.7,Analyst,PhD,Married,2,Mobile,5.18,16.38,25,14,6,8,5499.24,835884.48,0.11,12,0.33,Home,Net Banking,0,2,0,1.17,10407,75.06,0.22,0.61,19,77,299,0.24,0,1,0
19354,65,Other,Kolkata,Tamil Nadu,Silver,1122448.04,Teacher,Master,Married,2,Tablet,5.53,8.14,14,8,6,10,4056.19,689552.3,0.03,2,0.09,Books,Credit Card,2,10,15,4.4,20718,74.94,0.1,0.26,4,48,360,0.44,1,0,1
19355,47,Male,Hyderabad,Maharashtra,Platinum,971747.93,Engineer,High School,Single,3,Desktop,2.89,48.08,26,14,6,6,4614.5,276870.0,0.38,14,0.38,Beauty,UPI,5,8,0,4.67,6371,84.27,0.54,0.66,15,98,4,0.71,1,1,0
19356,26,Male,Hyderabad,West Bengal,Platinum,972565.87,Analyst,High School,Single,0,Tablet,0.83,47.54,35,18,8,9,3706.71,633847.41,0.8,17,0.09,Beauty,Credit Card,5,7,3,4.05,24800,42.87,0.18,0.08,8,73,132,0.73,1,0,0
19357,40,Other,Jaipur,Tamil Nadu,Silver,1207486.19,Analyst,Master,Married,2,Tablet,2.8,49.0,22,14,2,8,7125.56,627049.28,0.81,26,0.09,Sports,Credit Card,4,10,8,2.23,1394,98.08,0.84,0.02,5,49,29,0.45,1,1,0
19358,23,Male,Bangalore,Telangana,Silver,713081.44,Designer,Bachelor,Single,0,Tablet,2.24,40.19,15,8,1,6,4696.64,563596.8,0.18,19,0.4,Fashion,Debit Card,1,3,13,1.9,6101,15.55,0.97,0.19,15,47,220,0.75,1,0,0
19359,29,Other,Bangalore,Delhi,Gold,1297109.73,Designer,Master,Married,2,Tablet,3.17,36.81,38,16,4,6,4203.0,327834.0,0.21,11,0.3,Groceries,Net Banking,1,6,13,3.7,18432,82.65,0.85,0.15,13,91,262,0.03,0,0,0
19360,55,Female,Hyderabad,Maharashtra,Gold,572966.24,Doctor,Bachelor,Single,0,Tablet,3.94,9.85,10,8,2,11,3514.95,502637.85,0.47,29,0.08,Electronics,Credit Card,2,8,0,4.03,4333,22.91,0.2,0.62,5,120,225,0.48,0,1,1
19361,19,Male,Mumbai,Tamil Nadu,Gold,570456.38,Manager,High School,Single,1,Tablet,3.03,37.7,35,13,0,6,3075.81,129184.02,0.37,1,0.48,Fashion,COD,0,6,8,4.95,16859,62.82,0.71,0.35,2,25,180,0.84,1,0,0
19362,19,Male,Delhi,Maharashtra,Silver,878219.1,Manager,PhD,Single,4,Desktop,0.61,37.55,6,15,9,11,3731.0,943943.0,0.65,7,0.31,Books,Credit Card,3,1,7,1.56,16511,25.89,0.53,0.33,7,119,226,0.66,0,0,0
19363,57,Male,Mumbai,Tamil Nadu,Platinum,776021.37,Designer,High School,Single,2,Tablet,3.42,31.31,11,15,5,8,5422.47,867595.2,0.18,12,0.04,Electronics,Credit Card,2,7,6,2.05,6077,48.19,0.74,0.72,6,113,131,0.59,0,1,0
19364,59,Other,Mumbai,Delhi,Silver,455472.53,Designer,Bachelor,Married,4,Desktop,6.82,3.73,1,13,9,4,5109.83,429225.72,0.13,6,0.23,Sports,Debit Card,3,3,9,4.28,21987,72.94,0.41,0.66,4,105,333,0.4,1,0,0
19365,20,Female,Hyderabad,Telangana,Silver,1055886.91,Doctor,Bachelor,Single,2,Tablet,4.71,53.66,17,11,8,4,3414.88,136595.2,0.22,10,0.18,Books,Net Banking,1,7,2,3.11,4379,35.65,0.02,0.69,10,23,209,0.75,1,0,0
19366,60,Male,Jaipur,Delhi,Platinum,505617.86,Designer,Master,Single,1,Mobile,1.06,2.88,1,6,4,11,3549.51,312356.88,0.02,14,0.45,Books,COD,2,6,3,3.69,8725,91.36,0.64,0.8,7,60,16,0.75,0,1,0
19367,60,Male,Mumbai,Karnataka,Gold,651326.04,Engineer,Bachelor,Single,3,Tablet,4.86,43.64,28,13,3,8,2947.82,565981.44,0.2,24,0.04,Home,UPI,4,7,1,1.72,7878,10.32,0.35,0.15,4,58,208,0.3,1,1,0
19368,24,Male,Bangalore,Maharashtra,Platinum,198561.05,Designer,High School,Married,2,Desktop,2.07,32.65,31,8,8,7,5455.05,916448.4,0.15,1,0.35,Fashion,UPI,3,1,3,2.38,21152,55.83,0.6,0.34,6,41,210,0.08,1,1,0
19369,29,Male,Delhi,Tamil Nadu,Gold,498518.36,Analyst,PhD,Married,0,Mobile,2.0,19.85,20,14,8,10,5409.01,1081802.0,0.63,29,0.36,Beauty,Credit Card,0,4,15,4.82,3419,26.24,0.12,0.24,3,27,346,0.94,1,0,0
19370,49,Female,Jaipur,Rajasthan,Gold,744305.13,Lawyer,High School,Single,0,Desktop,7.17,15.35,45,9,9,13,5784.37,451180.86,0.87,10,0.42,Sports,Debit Card,4,6,4,1.4,14339,73.27,0.61,0.58,10,23,128,0.26,1,0,0
19371,57,Male,Jaipur,Telangana,Gold,,Engineer,High School,Single,0,Tablet,6.41,55.35,42,7,8,6,365.86,19756.44,0.25,28,0.05,Home,Credit Card,2,7,6,2.04,4857,87.1,0.46,0.74,18,72,315,0.48,0,0,0
19372,18,Male,Hyderabad,Tamil Nadu,Platinum,150000.0,Lawyer,High School,Married,4,Desktop,7.39,13.53,39,2,0,11,5917.03,390523.98,0.85,8,0.47,Sports,COD,1,10,13,1.71,9057,41.89,0.46,0.4,9,84,348,0.63,1,0,0
19373,24,Male,Delhi,Delhi,Silver,364159.57,Lawyer,Master,Single,1,Mobile,1.84,28.92,6,17,6,9,5705.49,1181036.43,0.39,20,0.21,Home,UPI,0,2,3,2.37,24965,58.45,0.74,0.83,18,56,290,0.38,0,1,0
19374,51,Male,Hyderabad,Karnataka,Silver,853377.32,Manager,Master,Single,0,Tablet,1.94,20.93,33,15,6,11,6360.66,979541.64,0.17,12,0.07,Books,UPI,0,4,0,2.54,9242,19.44,0.14,0.53,4,42,308,0.3,1,1,0
19375,52,Other,Kolkata,Maharashtra,Platinum,637835.48,Designer,PhD,Single,2,Tablet,6.2,43.66,46,9,10,7,972.51,163381.68,0.4,8,0.28,Groceries,Debit Card,4,4,0,4.34,4891,94.65,0.08,0.98,2,89,190,0.4,1,0,0
19376,28,Male,Bangalore,Telangana,Silver,653377.0,Analyst,High School,Single,4,Tablet,6.55,22.13,13,17,2,7,5520.17,463694.28,0.02,30,0.44,Groceries,Debit Card,2,2,10,4.14,15318,10.88,0.66,0.27,12,108,126,0.43,0,0,0
19377,44,Other,Hyderabad,West Bengal,Platinum,1074586.04,Manager,Master,Single,3,Desktop,0.58,2.0,20,18,8,7,4665.28,391883.52,0.07,13,0.15,Sports,UPI,5,5,0,,5897,39.74,0.29,0.75,3,5,12,0.31,1,1,0
19378,23,Female,Mumbai,Delhi,Gold,737358.81,Engineer,Bachelor,Single,3,Desktop,1.0,41.11,11,7,7,11,4834.62,478627.38,0.67,1,0.03,Home,Net Banking,2,3,15,1.95,1001,43.33,0.97,0.7,14,79,277,0.86,1,0,0
19379,50,Female,Pune,Telangana,Silver,366034.72,Analyst,PhD,Single,3,Tablet,1.98,29.99,6,17,5,10,2912.88,495189.6,0.5,18,0.12,Electronics,Debit Card,2,3,6,2.69,8973,52.72,0.32,0.38,3,5,350,0.38,0,1,0
19380,18,Male,Pune,Delhi,Platinum,853858.98,Teacher,High School,Married,0,Desktop,5.75,35.6,29,1,1,10,1890.06,434713.8,0.9,28,0.2,Home,Debit Card,1,6,5,2.89,22891,61.72,0.31,0.89,14,90,208,0.8,1,1,0
19381,60,Female,Chennai,West Bengal,Gold,1279348.61,Analyst,High School,Married,4,Tablet,1.75,43.63,10,8,7,12,2531.79,243051.84,0.01,29,0.31,Beauty,Net Banking,4,4,15,2.41,3831,10.4,0.76,0.02,6,81,126,0.65,1,0,0
19382,55,Other,Kolkata,Rajasthan,Platinum,758312.5,Manager,Master,Married,4,Mobile,7.72,4.2,34,17,10,15,3757.79,1296437.55,0.35,22,0.26,Sports,Credit Card,1,2,0,2.43,20532,61.3,0.79,0.52,18,54,233,0.37,0,0,0
19383,51,Other,Delhi,Karnataka,Platinum,480056.14,Engineer,Master,Married,3,Tablet,4.93,22.09,50,6,10,7,4369.07,214084.43,0.17,8,0.32,Home,Net Banking,4,8,8,3.06,23025,1.18,0.48,0.18,11,4,93,0.47,1,1,0
19384,35,Female,Chennai,Delhi,Silver,440560.21,Engineer,Master,Single,3,Tablet,4.7,30.61,40,12,4,6,3977.55,310248.9,0.33,15,0.17,Electronics,Net Banking,1,2,8,4.03,18833,67.09,0.17,0.07,19,44,292,0.48,0,1,0
19385,44,Female,Kolkata,Tamil Nadu,Silver,840179.86,Student,Master,Married,4,Mobile,7.79,46.17,14,14,0,4,3873.98,92975.52,0.01,4,0.15,Home,Debit Card,0,8,6,4.16,10102,71.07,0.24,0.05,8,76,201,0.67,1,1,0
19386,64,Other,Kolkata,Tamil Nadu,Silver,1071458.51,Analyst,Bachelor,Single,3,Mobile,6.74,50.42,3,15,10,8,5402.92,302563.52,0.45,27,0.35,Books,Debit Card,2,8,4,4.98,14220,90.47,0.18,0.6,6,102,34,1.0,1,0,0
19387,28,Other,Delhi,Maharashtra,Silver,618015.87,Student,Master,Single,1,Mobile,7.6,21.4,47,11,1,2,6400.14,140803.08,0.74,21,0.31,Sports,UPI,4,4,1,4.21,16554,32.37,0.22,0.02,3,28,263,0.64,1,0,0
19388,26,Male,Delhi,Delhi,Gold,,Student,Master,Married,1,Tablet,3.69,52.92,6,17,10,4,5140.64,349563.52,0.89,23,0.24,Electronics,Debit Card,2,2,6,3.29,10998,85.68,0.15,0.62,11,66,13,0.67,1,0,0
19389,36,Other,Jaipur,West Bengal,Gold,1229203.04,Teacher,High School,Single,3,Tablet,4.1,46.23,40,18,3,10,9853.16,2364758.4,0.8,29,0.13,Sports,Net Banking,0,9,13,2.47,23357,20.89,0.94,0.12,3,8,272,0.71,1,1,0
19390,65,Female,Pune,Tamil Nadu,Silver,845208.54,Analyst,Bachelor,Single,0,Desktop,3.82,12.59,5,9,0,11,7197.68,950093.76,0.82,4,0.31,Beauty,Credit Card,5,0,8,4.59,8666,91.62,0.63,0.6,5,100,365,0.73,0,1,0
19391,39,Other,Chennai,Rajasthan,Gold,804970.98,Teacher,Master,Single,0,Mobile,6.23,55.55,10,2,0,13,7202.18,561770.04,0.01,13,0.37,Beauty,UPI,3,10,3,1.63,11155,75.57,0.04,0.81,0,12,277,0.09,0,1,0
19392,29,Female,Mumbai,Telangana,Gold,706974.79,Manager,PhD,Single,4,Desktop,6.22,43.68,39,2,5,8,4247.09,815441.28,0.95,21,0.21,Groceries,UPI,4,0,8,4.7,5037,15.72,0.87,0.79,7,70,116,0.5,1,0,0
19393,44,Male,Bangalore,West Bengal,Gold,992105.21,Designer,Master,Married,3,Tablet,6.69,19.16,41,12,5,10,3964.49,832542.9,0.26,4,0.28,Groceries,Credit Card,2,9,12,4.44,12872,88.06,0.31,0.01,18,105,266,0.73,0,0,0
19394,48,Male,Bangalore,Telangana,Gold,1483386.11,Manager,PhD,Single,3,Tablet,0.63,7.7,13,19,5,10,3829.56,382956.0,0.67,8,0.02,Beauty,Net Banking,4,0,12,3.71,9423,42.4,0.31,0.91,13,115,61,0.93,0,1,0
19395,19,Male,Chennai,West Bengal,Silver,,Student,PhD,Married,0,Mobile,2.62,56.92,43,18,4,5,2545.24,292702.6,0.56,26,0.08,Sports,UPI,5,6,4,1.39,16610,78.54,0.16,0.17,16,51,248,0.53,0,1,0
19396,28,Other,Hyderabad,Rajasthan,Platinum,1150166.6,Analyst,PhD,Single,3,Tablet,6.79,51.71,7,6,8,13,2434.29,506332.32,0.33,16,0.49,Books,Credit Card,2,10,1,1.34,6765,62.43,0.18,0.16,6,32,17,0.11,0,1,0
19397,42,Other,Mumbai,West Bengal,Gold,565889.07,Lawyer,Bachelor,Married,1,Tablet,1.67,42.75,20,7,0,5,4240.86,360473.1,0.46,12,0.39,Home,UPI,0,9,9,2.55,1457,18.73,0.68,0.07,12,82,330,0.7,1,0,0
19398,41,Male,Bangalore,Rajasthan,Platinum,792713.69,Engineer,Bachelor,Single,2,Mobile,5.39,40.96,24,1,10,5,2076.69,93451.05,0.73,13,0.2,Electronics,COD,4,0,5,4.42,4358,50.64,0.02,0.94,6,103,50,0.44,0,1,0
19399,53,Other,Hyderabad,Delhi,Platinum,1298670.15,Doctor,PhD,Single,0,Desktop,1.26,6.71,42,3,0,9,5951.25,1071225.0,0.52,17,0.18,Sports,UPI,5,2,2,2.59,12930,20.1,0.56,0.74,14,96,29,0.48,0,0,0
19400,63,Male,Jaipur,Delhi,Gold,913457.66,Doctor,High School,Married,2,Desktop,4.95,53.76,5,8,2,9,3982.96,788626.08,0.7,10,0.25,Electronics,Net Banking,0,1,10,2.79,20830,53.63,0.98,0.29,7,74,340,0.14,1,1,0
19401,30,Male,Jaipur,Delhi,Silver,1426381.33,Engineer,PhD,Married,1,Mobile,7.21,5.53,21,3,0,6,3299.43,296948.7,0.89,10,0.47,Fashion,Credit Card,2,9,3,3.08,16450,92.72,0.9,0.01,14,87,319,0.5,1,1,0
19402,30,Female,Jaipur,West Bengal,Silver,876444.47,Lawyer,Bachelor,Married,3,Mobile,7.78,59.75,14,3,7,5,4498.39,179935.6,0.15,10,0.23,Fashion,COD,1,10,4,3.75,17355,92.96,0.33,0.61,16,62,53,0.69,0,1,0
19403,30,Male,Chennai,Maharashtra,Gold,576454.12,Engineer,Master,Married,2,Tablet,3.41,5.06,42,14,3,6,5718.11,308777.94,0.71,12,0.28,Books,Debit Card,0,9,6,4.09,12199,46.84,0.57,0.51,12,36,206,0.06,1,1,0
19404,21,Female,Jaipur,Delhi,Platinum,437493.8,Student,Bachelor,Married,1,Mobile,2.7,26.36,28,1,2,7,3691.42,310079.28,0.8,8,0.24,Home,Credit Card,4,5,5,4.96,522,50.06,0.6,0.83,18,65,31,0.71,1,1,0
19405,54,Female,Kolkata,Maharashtra,Platinum,981118.44,Student,PhD,Single,3,Mobile,3.99,44.5,12,10,3,7,2410.83,118130.67,0.66,25,0.21,Home,UPI,0,2,8,3.3,6753,35.3,0.09,0.47,16,99,116,0.49,1,0,0
19406,42,Male,Kolkata,Maharashtra,Silver,567750.81,Designer,High School,Married,0,Tablet,0.58,42.89,9,9,2,8,5213.96,458828.48,0.58,4,0.29,Beauty,Net Banking,5,1,9,4.88,17880,11.23,0.05,0.44,4,52,239,0.51,0,0,0
19407,52,Other,Jaipur,Rajasthan,Platinum,1090954.32,Designer,High School,Married,3,Mobile,2.54,22.07,16,18,0,10,4147.32,995356.8,0.31,19,0.45,Books,COD,1,9,10,1.95,23741,2.45,0.2,0.62,4,2,365,0.27,0,1,0
19408,42,Male,Delhi,West Bengal,Platinum,1039533.91,Manager,High School,Married,0,Desktop,2.2,24.66,27,2,3,8,4507.99,216383.52,0.08,28,0.27,Home,Debit Card,0,8,1,2.85,24723,12.4,0.87,0.64,15,18,332,0.4,0,0,0
19409,55,Other,Delhi,Karnataka,Platinum,1248778.63,Designer,Bachelor,Married,2,Tablet,1.05,10.63,34,1,1,11,5705.64,1443526.92,0.36,15,0.25,Groceries,Debit Card,5,9,12,4.18,14227,79.38,0.83,0.55,13,96,224,0.67,0,0,0
19410,36,Other,Pune,Tamil Nadu,Silver,927422.1,Designer,PhD,Married,3,Tablet,3.15,24.86,44,7,7,11,6047.58,1330467.6,0.79,26,0.21,Beauty,COD,2,2,11,3.61,9990,34.86,0.37,0.58,10,112,309,0.26,0,1,1
19411,56,Female,Chennai,Rajasthan,Platinum,1483365.02,Analyst,High School,Single,2,Tablet,2.79,15.31,37,11,3,5,4327.23,367814.55,0.84,27,0.13,Home,Debit Card,1,8,11,3.87,5903,15.26,0.69,0.62,8,67,283,0.17,1,1,0
19412,63,Female,Hyderabad,Maharashtra,Silver,889097.79,,PhD,Married,2,Tablet,2.64,37.27,25,2,6,9,7034.41,1456122.87,0.48,24,0.22,Home,Debit Card,5,6,0,3.62,12740,21.2,0.47,0.0,11,106,228,0.1,0,0,1
19413,26,Female,Delhi,Tamil Nadu,Gold,1127740.11,Manager,Bachelor,Single,1,Tablet,5.52,4.86,46,3,1,6,5724.65,824349.6,0.27,24,0.4,Books,COD,5,8,5,2.87,6384,74.4,0.55,0.36,2,38,173,0.54,0,0,0
19414,19,Female,Pune,Maharashtra,Platinum,919422.68,Designer,Bachelor,Married,2,Mobile,7.47,26.07,27,6,5,11,3647.99,481534.68,0.38,6,0.33,Electronics,Credit Card,0,4,4,,19671,14.32,0.03,0.59,3,24,206,0.17,1,0,0
19415,65,Male,Delhi,Delhi,Gold,582529.54,Teacher,High School,Single,4,Tablet,5.95,50.1,38,11,10,4,5288.72,380787.84,0.86,18,0.39,Home,COD,2,9,11,2.4,21745,78.75,0.35,0.41,7,24,314,0.37,1,1,0
19416,28,Female,Chennai,Tamil Nadu,Gold,359209.51,Manager,High School,Single,1,Mobile,2.52,8.77,33,9,8,6,4169.89,275212.74,0.97,30,0.03,Home,Net Banking,3,0,15,3.07,9273,74.45,0.29,0.98,4,49,11,0.14,1,0,0
19417,46,Male,Pune,Tamil Nadu,Silver,245903.69,Analyst,Master,Married,0,Desktop,1.72,30.56,1,16,8,13,4399.68,915133.44,0.99,21,0.27,Electronics,UPI,4,1,1,1.91,5497,36.02,0.28,0.97,19,93,63,0.22,0,1,0
19418,18,Other,Chennai,Telangana,Platinum,459752.8,Teacher,High School,Married,3,Desktop,3.66,57.76,15,13,10,8,3297.0,290136.0,0.98,1,0.13,Books,Net Banking,1,6,15,3.83,5861,80.59,0.33,0.27,9,10,83,0.82,1,0,0
19419,43,Male,Mumbai,Rajasthan,Silver,764906.72,Designer,Master,Married,0,Mobile,2.5,44.25,2,7,2,9,6457.39,1046097.18,0.32,22,0.14,Fashion,Net Banking,1,9,3,3.25,2394,59.44,0.64,0.11,18,120,348,0.17,0,0,0
19420,37,Other,Delhi,Tamil Nadu,Silver,150000.0,Designer,Bachelor,Single,0,Desktop,7.77,13.09,49,20,0,8,3058.33,538266.08,0.06,7,0.47,Books,Debit Card,5,2,15,2.06,13372,56.07,0.36,0.89,7,85,81,0.42,0,0,0
19421,53,Female,Hyderabad,Rajasthan,Gold,754170.69,Student,PhD,Single,3,Tablet,0.8,46.45,47,1,3,9,4138.85,744993.0,0.28,26,0.45,Beauty,Debit Card,5,10,2,3.02,13626,52.34,0.88,0.51,16,16,221,0.35,0,1,0
19422,34,Female,Pune,Delhi,Platinum,1011245.63,Manager,High School,Married,2,Tablet,7.39,27.19,50,20,0,11,5943.35,392261.1,0.34,7,0.47,Fashion,Net Banking,1,7,12,1.45,15844,18.99,0.2,0.95,18,62,364,0.95,0,0,0
19423,56,Male,Jaipur,Maharashtra,Silver,695541.06,Engineer,Bachelor,Single,4,Mobile,1.33,47.47,27,9,5,3,4187.06,288907.14,0.07,10,0.21,Groceries,Net Banking,1,10,3,4.49,2913,21.59,0.9,0.72,3,12,78,0.87,0,1,0
19424,24,Other,Mumbai,West Bengal,Gold,1162991.37,Doctor,PhD,Married,4,Tablet,7.67,18.22,31,12,2,9,3570.24,771171.84,0.18,26,0.04,Electronics,UPI,1,5,3,4.05,10365,97.68,0.93,0.17,18,63,202,0.05,0,0,1
19425,22,Other,Bangalore,Karnataka,Gold,864469.79,,PhD,Single,1,Mobile,5.98,45.33,2,18,7,9,1708.23,322855.47,0.48,13,0.29,Home,COD,0,0,11,1.12,21762,49.39,0.01,0.2,18,58,113,0.35,0,1,0
19426,42,Other,Pune,Tamil Nadu,Gold,1213353.91,Student,Bachelor,Single,1,Mobile,3.68,9.35,43,16,3,8,5186.04,373394.88,0.82,13,0.1,Sports,Debit Card,0,8,8,1.7,12182,41.24,0.81,0.41,19,56,207,0.59,1,1,0
19427,38,Other,Pune,Rajasthan,Gold,564228.06,Student,PhD,Married,1,Mobile,6.66,39.48,3,3,10,8,5365.64,386326.08,0.66,4,0.31,Beauty,Debit Card,5,9,14,3.74,19893,68.93,0.37,0.36,1,95,93,0.31,1,1,0
19428,41,Other,Bangalore,Maharashtra,Platinum,1012766.32,Student,PhD,Married,1,Tablet,5.61,52.7,15,5,9,11,4205.26,740125.76,0.14,27,0.44,Books,UPI,4,0,7,4.95,6720,51.53,0.34,0.22,9,43,197,0.14,0,1,1
19429,30,Other,Jaipur,Delhi,Gold,762885.39,Designer,Bachelor,Single,3,Tablet,3.96,19.91,10,18,4,9,2899.86,391481.1,0.82,25,0.11,Books,Credit Card,3,9,2,4.53,21622,63.14,0.87,0.37,11,24,345,0.78,1,0,0
19430,32,Other,Chennai,Delhi,Gold,855042.74,Designer,Bachelor,Single,2,Mobile,6.35,45.69,23,17,7,6,6814.17,654160.32,0.2,28,0.35,Electronics,COD,2,4,11,1.81,468,78.76,0.49,0.9,0,106,154,0.88,0,1,0
